nsd_title,nsd_doc_modified_ts,ai_current_state_keyed_name,nsd_mime_type,ai_modified_by_id_keyed_name,ai_manufacturer_keyed_name,score,nsd_con_name,ai_team_id,ai_classification,ai_id,ai_native_file_type,ai_native_file,nsd_id,nsd_con_type,nsd_acl_view,ai_config_id,ai_native_file_keyed_name,ai_team_id_keyed_name,ai_change_reason,nsd_url,nsd_url_view,nsd_doc_created_ts,nsd_doc_type,ai_created_by_id_keyed_name,nsd_description,ai_permission_id,nsd_is_latest,ai_major_rev,nsd_acl_preview,nsd_rel_type,ai_viewable_file_type,ai_item_number,ai_owned_by_id_keyed_name,ai_viewable_file_keyed_name,nsd_file_name,nsd_file_size,ai_related_id_keyed_name,nsd_crawl_type,nsd_doc_hash,nsd_content,_version_,ai_viewable_file,nsd_parent_id,nsd_crawl_ts,nsd_name,nsd_version,nsd_is_parent,ai_managed_by_id_keyed_name
D-10313 50K trimpot 10% 0.5W,2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,3E2B78742060459587A7DED3B0404F9B,,,AI-3E2B78742060459587A7DED3B0404F9B,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",3E2B78742060459587A7DED3B0404F9B,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A3E2B78742060459587A7DED3B0404F9B,2012-03-19T18:52:33Z,Part,Super User,50K trimpot 10% 0.5W,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10313,,,,,,Full,4ae052264f90bb7196a1f4d0c994626e,,1506787204536467456,,,2015-07-15T18:17:26Z,50K trimpot 10% 0.5W,1,false,
D-10314 1k ohm resistor 0.1W 5% 0805,2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,2773CE2DB7D446129CFD3D8021E1D10F,,,AI-2773CE2DB7D446129CFD3D8021E1D10F,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",2773CE2DB7D446129CFD3D8021E1D10F,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A2773CE2DB7D446129CFD3D8021E1D10F,2012-03-19T18:52:33Z,Part,Super User,1k ohm resistor 0.1W 5% 0805,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10314,,,,,,Full,b06bdf90ad29eb3d57c322fdefa0eb77,,1506787204537516032,,,2015-07-15T18:17:26Z,1k ohm resistor 0.1W 5% 0805,1,false,
D-10315 0.25 ohm resistor 2W 1% 2512,2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,7B0240A0150149DBAFA928913B66CD83,,,AI-7B0240A0150149DBAFA928913B66CD83,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",7B0240A0150149DBAFA928913B66CD83,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A7B0240A0150149DBAFA928913B66CD83,2012-03-19T18:52:33Z,Part,Super User,a surface mount resistor,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10315,,,,,,Full,204b62fa65dd354eb7832a6b06f0e8f4,,1506787204538564608,,,2015-07-15T18:17:26Z,0.25 ohm resistor 2W 1% 2512,1,false,
D-10316 10k ohm resistor 0.1W 5% 0805,2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,893920004F5E4F0CB6F00E7BACCEC484,,,AI-893920004F5E4F0CB6F00E7BACCEC484,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",893920004F5E4F0CB6F00E7BACCEC484,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A893920004F5E4F0CB6F00E7BACCEC484,2012-03-19T18:52:33Z,Part,Super User,10k ohm resistor 0.1W 5% 0805,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10316,,,,,,Full,9bcbe6a2ce7f378329daae13206dcbbc,,1506787204539613184,,,2015-07-15T18:17:26Z,10k ohm resistor 0.1W 5% 0805,1,false,
D-10317 12k ohm resistor  0.1W 5% 0805,2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,D1E7E32F20644A1F8FBB3CC3A4EFDD63,,,AI-D1E7E32F20644A1F8FBB3CC3A4EFDD63,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",D1E7E32F20644A1F8FBB3CC3A4EFDD63,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3AD1E7E32F20644A1F8FBB3CC3A4EFDD63,2012-03-19T18:52:33Z,Part,Super User,12k ohm resistor  0.1W 5% 0805,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10317,,,,,,Full,b705287e8346bf7c4aee2c915f2e4198,,1506787204539613185,,,2015-07-15T18:17:26Z,12k ohm resistor  0.1W 5% 0805,1,false,
"D-10318 "".156"""" header""",2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,0641342CB98B4F64BB6DD286B417A4AF,,,AI-0641342CB98B4F64BB6DD286B417A4AF,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",0641342CB98B4F64BB6DD286B417A4AF,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A0641342CB98B4F64BB6DD286B417A4AF,2012-03-19T18:52:33Z,Part,Super User,a high power header connector,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10318,,,,,,Full,31e1a24255eaaaab2ab641b4d988426b,,1506787204539613186,,,2015-07-15T18:17:32Z,""".156"""" header""",1,false,
D-10319 Stepper Motor Driver v3.3 PCB,2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,ACF4521AE6574B28AAA29C9C1FDD7BA2,,,AI-ACF4521AE6574B28AAA29C9C1FDD7BA2,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",ACF4521AE6574B28AAA29C9C1FDD7BA2,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3AACF4521AE6574B28AAA29C9C1FDD7BA2,2012-03-19T18:52:33Z,Part,Super User,Stepper Motor Driver v3.3 PCB,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10319,,,,,,Full,31e1a24255eaaaab2ab641b4d988426b,,1506787204540661760,,,2015-07-15T18:17:32Z,Stepper Motor Driver v3.3 PCB,1,false,
D-10400 Heater Board Assembly,2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Assembly,869012BE10294BC0A66297F5DEDF2955,,,AI-869012BE10294BC0A66297F5DEDF2955,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",869012BE10294BC0A66297F5DEDF2955,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A869012BE10294BC0A66297F5DEDF2955,2012-03-19T18:52:33Z,Part,Super User,Heater Board Assembly,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10400,,,,,,Full,95b19358186a54e72c146101aee122dc,,1506787204540661761,,,2015-07-15T18:17:32Z,Heater Board Assembly,1,false,
D-10401 4.7k ohm resistor 1206,2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,C0209769B8844E9DB71617C7B1B1A786,,,AI-C0209769B8844E9DB71617C7B1B1A786,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",C0209769B8844E9DB71617C7B1B1A786,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3AC0209769B8844E9DB71617C7B1B1A786,2012-03-19T18:52:33Z,Part,Super User,a surface mount resistor,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10401,,,,,,Full,97143773d1c106b7c8b709302dbcf2f8,,1506787204541710336,,,2015-07-15T18:17:32Z,4.7k ohm resistor 1206,1,false,
D-10402 1k ohm resistor 1206,2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,2240E47B58D240FC9B519BF62B12F961,,,AI-2240E47B58D240FC9B519BF62B12F961,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",2240E47B58D240FC9B519BF62B12F961,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A2240E47B58D240FC9B519BF62B12F961,2012-03-19T18:52:33Z,Part,Super User,a surface mount resistor,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10402,,,,,,Full,c7c13a1556eed069e8dd6ddab2369e04,,1506787204541710337,,,2015-07-15T18:17:32Z,1k ohm resistor 1206,1,false,
D-10403 Red LED 1206 SMD,2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,D3E3A426BCDF40CDB25F8BC43D24D0B5,,,AI-D3E3A426BCDF40CDB25F8BC43D24D0B5,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",D3E3A426BCDF40CDB25F8BC43D24D0B5,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3AD3E3A426BCDF40CDB25F8BC43D24D0B5,2012-03-19T18:52:33Z,Part,Super User,Surface mount red LED,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10403,,,,,,Full,361d1554259de60d45c9a92806ed5e59,,1506787204541710338,,,2015-07-15T18:17:32Z,Red LED 1206 SMD,1,false,
D-10404 100nF / 0.1uF ceramic capacitor 1206,2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,42FD9275FC75494FB8E40383463AC07C,,,AI-42FD9275FC75494FB8E40383463AC07C,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",42FD9275FC75494FB8E40383463AC07C,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A42FD9275FC75494FB8E40383463AC07C,2012-03-19T18:52:33Z,Part,Super User,a surface mount ceramic capacitor,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10404,,,,,,Full,13bddb629f032f80e37f8d41b4a0753b,,1506787204542758912,,,2015-07-15T18:17:32Z,100nF / 0.1uF ceramic capacitor 1206,1,false,
D-10405 Thermistor 100K 1206 5%,2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,BFFF623B57FC49A0B738601E5E8ABC5C,,,AI-BFFF623B57FC49A0B738601E5E8ABC5C,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",BFFF623B57FC49A0B738601E5E8ABC5C,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3ABFFF623B57FC49A0B738601E5E8ABC5C,2012-03-19T18:52:33Z,Part,Super User,100K thermistor SMD 1206 5%,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10405,,,,,,Full,ea89a3cb61a2a879f8606a450a48f3eb,,1506787204543807488,,,2015-07-15T18:17:32Z,Thermistor 100K 1206 5%,1,false,
"D-10406 "".156"""" header""",2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,54A429C5AF194574BFEFC713C1E393DD,,,AI-54A429C5AF194574BFEFC713C1E393DD,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",54A429C5AF194574BFEFC713C1E393DD,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A54A429C5AF194574BFEFC713C1E393DD,2012-03-19T18:52:33Z,Part,Super User,a high power header connector,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10406,,,,,,Full,31e1a24255eaaaab2ab641b4d988426b,,1506787204543807489,,,2015-07-15T18:17:32Z,""".156"""" header""",1,false,
"D-10407 .100 breakaway header, long",2012-03-19T19:14:18Z,Released,,Terry Adams,,0.89928055,DEMO10,,Component,F04A60063F774752927B64AA4D854F8E,,,AI-F04A60063F774752927B64AA4D854F8E,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",F04A60063F774752927B64AA4D854F8E,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3AF04A60063F774752927B64AA4D854F8E,2012-03-19T18:52:33Z,Part,Super User,"Both ends are long, 5.84 mm.",95475AE006E7415794BDC93808DC04D2,true,A,,,,D-10407,,,,,,Full,18e77aa6427b1bf45d8ca247e087d01b,,1506787204544856064,,,2015-07-15T18:17:32Z,".100 breakaway header, long",1,false,
D-24836 X7 Fan-40x40x10,2012-03-17T03:07:30Z,Preliminary,,Terry Adams,,0.89206064,DEMO10,,,9262373533A24E55B7037C60FC8425C7,,,AI-48A5FC91970241198F547DD94695CC1D,Aras Innovator,"AI-56A96DA9E981481688563E2D14D5D878,AI-59C3B3567DA441529BB265886514C907,AI-2618D6F5A90949BAA7E920D1B04C7EE1,AI-66022731E81D4040A155F13CD083826A,AI-577FB281D524463B95151E38068608C4,AI-B32BD81D1AD04207BF1E61E39A4E0E13",48A5FC91970241198F547DD94695CC1D,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A9262373533A24E55B7037C60FC8425C7,2012-03-17T03:06:26Z,Part,Terry Adams,,5C07EB829D4241F6BB884952960FAF58,true,A,AI-B754B1A4D760411CB5112C4350E036C5,,,D-24836,,,,,,Full,26a51c8cb70bbf6042ff56e7be4363dd,,1506787210278469632,,,2015-07-15T18:17:32Z,X7 Fan-40x40x10,7,false,
D-24836-001 X7 Fan - 5 blade,2012-03-17T03:07:30Z,Preliminary,,Terry Adams,,0.89206064,DEMO10,,,CA573080C5834E529B7A3B2BD96CD29B,,,AI-B0A7BE829A4B40D6AF097A1184A58861,Aras Innovator,"AI-56A96DA9E981481688563E2D14D5D878,AI-59C3B3567DA441529BB265886514C907,AI-2618D6F5A90949BAA7E920D1B04C7EE1,AI-66022731E81D4040A155F13CD083826A,AI-577FB281D524463B95151E38068608C4,AI-B32BD81D1AD04207BF1E61E39A4E0E13",B0A7BE829A4B40D6AF097A1184A58861,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3ACA573080C5834E529B7A3B2BD96CD29B,2012-03-17T03:07:19Z,Part,Terry Adams,,5C07EB829D4241F6BB884952960FAF58,true,A,AI-B754B1A4D760411CB5112C4350E036C5,,,D-24836-001,,,,,,Full,172bcde5a47b83ab596f038ccdb4675a,,1506787210279518208,,,2015-07-15T18:17:32Z,X7 Fan - 5 blade,2,false,
D-24836-002 X7 Fan - 6 blade,2012-03-17T03:07:30Z,Preliminary,,Terry Adams,,0.89206064,DEMO10,,,A17039B9B7B24C3594A930B141E164AC,,,AI-0FD09AAAEA2C41B2950ECA301DEDA237,Aras Innovator,"AI-56A96DA9E981481688563E2D14D5D878,AI-59C3B3567DA441529BB265886514C907,AI-2618D6F5A90949BAA7E920D1B04C7EE1,AI-66022731E81D4040A155F13CD083826A,AI-577FB281D524463B95151E38068608C4,AI-B32BD81D1AD04207BF1E61E39A4E0E13",0FD09AAAEA2C41B2950ECA301DEDA237,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3AA17039B9B7B24C3594A930B141E164AC,2012-03-17T03:07:20Z,Part,Terry Adams,,5C07EB829D4241F6BB884952960FAF58,true,A,AI-B754B1A4D760411CB5112C4350E036C5,,,D-24836-002,,,,,,Full,2bf9c073bf2e6e4734ceff4f8667de63,,1506787210279518209,,,2015-07-15T18:17:32Z,X7 Fan - 6 blade,2,false,
D-24836-003 X7 Fan - 7 blade,2012-03-17T03:07:30Z,Preliminary,,Terry Adams,,0.89206064,DEMO10,,,BC7BA596195B4007AA4639CCEEEEC20C,,,AI-E56EF07C66A34C988575DA5B1B081745,Aras Innovator,"AI-56A96DA9E981481688563E2D14D5D878,AI-59C3B3567DA441529BB265886514C907,AI-2618D6F5A90949BAA7E920D1B04C7EE1,AI-66022731E81D4040A155F13CD083826A,AI-577FB281D524463B95151E38068608C4,AI-B32BD81D1AD04207BF1E61E39A4E0E13",E56EF07C66A34C988575DA5B1B081745,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3ABC7BA596195B4007AA4639CCEEEEC20C,2012-03-17T03:07:21Z,Part,Terry Adams,,5C07EB829D4241F6BB884952960FAF58,true,A,AI-B754B1A4D760411CB5112C4350E036C5,,,D-24836-003,,,,,,Full,2d92beebd0d562f29e4909d3474eeb0c,,1506787210280566784,,,2015-07-15T18:17:32Z,X7 Fan - 7 blade,2,false,
D-24807 M3 Nut,2012-03-17T02:45:39Z,Released,,Innovator Admin,,0.89047194,DEMO10,,,D0533D3ACCBC407994DBE21A4C49C34C,,,AI-C56EC3545F654845BA8F19E636FC9983,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",C56EC3545F654845BA8F19E636FC9983,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3AD0533D3ACCBC407994DBE21A4C49C34C,2012-03-17T02:26:23Z,Part,Terry Adams,,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-24807,,,,,,Full,a8c10afac03a5975736d6aae316b5d61,,1506787204545904641,,,2015-07-15T18:17:32Z,M3 Nut,3,false,
D-24808 M5 Nut,2012-03-17T02:45:39Z,Released,,Innovator Admin,,0.89047194,DEMO10,,,F53FE8B25F3240859C58F5E03024B47F,,,AI-E3CD130438FE43ACB2EC6BC4E9E01057,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",E3CD130438FE43ACB2EC6BC4E9E01057,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3AF53FE8B25F3240859C58F5E03024B47F,2012-03-17T02:26:25Z,Part,Terry Adams,,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-24808,,,,,,Full,6e392e69b2ac77f790613967341e8d09,,1506787204545904642,,,2015-07-15T18:17:32Z,M5 Nut,3,false,
D-24809 M3x20 Socket Cap,2012-03-17T02:45:39Z,Released,,Innovator Admin,,0.89047194,DEMO10,,,6C291B77F9A744E386E164581213BDD5,,,AI-3ACD0E33845E40A597612C938D59B419,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",3ACD0E33845E40A597612C938D59B419,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A6C291B77F9A744E386E164581213BDD5,2012-03-17T02:26:26Z,Part,Terry Adams,,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-24809,,,,,,Full,816998a8a861db4b9755dfbb7ee71e1b,,1506787204546953216,,,2015-07-15T18:17:32Z,M3x20 Socket Cap,3,false,
D-24810 Support,2012-03-17T02:45:39Z,Released,,Innovator Admin,,0.89047194,DEMO10,,,C65A2D00B9FF4F239A8C6611ADB003D7,,,AI-B36012DEF4654EBB9EA68F23C4EDD27E,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",B36012DEF4654EBB9EA68F23C4EDD27E,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3AC65A2D00B9FF4F239A8C6611ADB003D7,2012-03-17T02:26:28Z,Part,Terry Adams,,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-24810,,,,,,Full,2e6cd97f347970b9a8e8df934d2a7e8b,,1506787204546953217,,,2015-07-15T18:17:32Z,Support,3,false,
D-24812 M3 Washer,2012-03-17T02:45:39Z,Released,,Innovator Admin,,0.89047194,DEMO10,,,211BF9575F5544F69272B6297C0D18BC,,,AI-A891D38EAD17475FA9E942AF8FEEE33C,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",A891D38EAD17475FA9E942AF8FEEE33C,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A211BF9575F5544F69272B6297C0D18BC,2012-03-17T02:26:37Z,Part,Terry Adams,,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-24812,,,,,,Full,c593f26c6d6ed97ba92a1c6a2cc5bd29,,1506787204548001792,,,2015-07-15T18:17:32Z,M3 Washer,3,false,
D-24813 M3x3 Set Screw,2012-03-17T02:45:39Z,Released,,Innovator Admin,,0.89047194,DEMO10,,,4D83DAC18333434DA0BDD11955B760B9,,,AI-1AE86A65F6654C74BD00222D9B5EDB78,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",1AE86A65F6654C74BD00222D9B5EDB78,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A4D83DAC18333434DA0BDD11955B760B9,2012-03-17T02:26:39Z,Part,Terry Adams,,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-24813,,,,,,Full,6617f592b2e6e6bf677a1a0a17ed6af7,,1506787204548001793,,,2015-07-15T18:17:32Z,M3x3 Set Screw,3,false,
D-24814 M3x5 Socket Cap,2012-03-17T02:45:39Z,Released,,Innovator Admin,,0.89047194,DEMO10,,,DE85B4C872E14521ACCE6CC7D74FB83F,,,AI-02812FA4C4E84BAEAD4D2C180F7E0633,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",02812FA4C4E84BAEAD4D2C180F7E0633,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3ADE85B4C872E14521ACCE6CC7D74FB83F,2012-03-17T02:26:41Z,Part,Terry Adams,,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-24814,,,,,,Full,4cf95c9bc3cd2e9f0b12068e282566c3,,1506787204549050368,,,2015-07-15T18:17:32Z,M3x5 Socket Cap,3,false,
D-24815 M3x12 Socket Cap,2012-03-17T02:45:39Z,Released,,Innovator Admin,,0.89047194,DEMO10,,,7F91D5B618E94137AAEF201C14F253AB,,,AI-7C3F6DF099B941249D0A60F71E23C63D,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",7C3F6DF099B941249D0A60F71E23C63D,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A7F91D5B618E94137AAEF201C14F253AB,2012-03-17T02:26:42Z,Part,Terry Adams,,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-24815,,,,,,Full,248ce1b0fc6007730901fd5d0ad4cba2,,1506787204549050369,,,2015-07-15T18:17:32Z,M3x12 Socket Cap,3,false,
D-24816 M3x22 Socket Cap,2012-03-17T02:45:39Z,Released,,Innovator Admin,,0.89047194,DEMO10,,,920A7217719E4CC590414400D64959CC,,,AI-3133493AF1E145C48E053885C55085E6,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",3133493AF1E145C48E053885C55085E6,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A920A7217719E4CC590414400D64959CC,2012-03-17T02:26:44Z,Part,Terry Adams,,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-24816,,,,,,Full,360ca512808b4ec584f25bfeeb0103a8,,1506787204549050370,,,2015-07-15T18:17:32Z,M3x22 Socket Cap,3,false,
D-24817 M6 Thin Nut,2012-03-17T02:45:39Z,Released,,Innovator Admin,,0.89047194,DEMO10,,,36E70F4704B843098ADEE9D802A57758,,,AI-C5DCF571863C4F5387F010A002FDF9FA,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",C5DCF571863C4F5387F010A002FDF9FA,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A36E70F4704B843098ADEE9D802A57758,2012-03-17T02:26:45Z,Part,Terry Adams,,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-24817,,,,,,Full,b9180079bc86fa6b4a94ff234e58db64,,1506787204550098944,,,2015-07-15T18:17:32Z,M6 Thin Nut,3,false,
D-24818 M6x10 Socket Cap LP,2012-03-17T02:45:39Z,Released,,Innovator Admin,,0.89047194,DEMO10,,,08569E73FF574496B5EB23DE3B051CA1,,,AI-F0EABBA093614D6B8F387DA23F37215A,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",F0EABBA093614D6B8F387DA23F37215A,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3A08569E73FF574496B5EB23DE3B051CA1,2012-03-17T02:26:47Z,Part,Terry Adams,,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-24818,,,,,,Full,1c8f8b41c09261115573dc4a9874fb9c,,1506787204550098945,,,2015-07-15T18:17:32Z,M6x10 Socket Cap LP,3,false,
D-24819 Cartridge Heater,2012-03-17T02:45:39Z,Released,,Innovator Admin,,0.89047194,DEMO10,,,CFA6BDE13DCE4A21888FE00238D453A7,,,AI-F65BC9D7C8604B41823ECB6D54EC1EEB,Aras Innovator,"AI-B32BD81D1AD04207BF1E61E39A4E0E13,AI-56A96DA9E981481688563E2D14D5D878,AI-B754B1A4D760411CB5112C4350E036C5",F65BC9D7C8604B41823ECB6D54EC1EEB,,,,,http://localhost/InnovatorServer/client/default.aspx?StartItem=Part%3ACFA6BDE13DCE4A21888FE00238D453A7,2012-03-17T02:26:48Z,Part,Terry Adams,,95475AE006E7415794BDC93808DC04D2,true,A,,,,D-24819,,,,,,Full,c1cb60f5471d3a7446378b5607bf8c31,,1506787204551147520,,,2015-07-15T18:17:32Z,Cartridge Heater,3,false,
